zipCode,prem2018,prem2022,premChange,premPctChange,lossRatio,claimFreq,claimSev,nonRenew,nonPay
28168,1044.53,1067.78,23.25,2.23,0.58,0.05,14181,0.01,0
28326,1570.11,1751.45,181.34,11.55,0.58,0.11,11562,0.02,0
27215,1101.67,1198.36,96.69,8.78,0.45,0.05,12269,0.02,0
28174,1083.35,1193.5,110.15,10.17,0.43,0.06,8784,0.03,0
29322,1305.76,1347.42,41.67,3.19,0.45,0.05,14871,0.01,0
29512,1328.08,1357.1,29.02,2.18,0.49,0.09,10745,0.01,0
29566,1898.91,1826.59,-72.32,-3.81,0.17,0.03,12958,0.18,0
29685,2682.99,2948.86,265.88,9.91,0.44,0.05,26041,0.01,0
29635,1474.08,1496.01,21.93,1.49,0.55,0.04,20386,0.01,0
29547,1523.62,1597.49,73.87,4.85,0.4,0.08,14915,0.01,0
24333,882.56,993.26,110.7,12.54,0.38,0.03,11629,0.01,0
23434,1457.42,1561.47,104.05,7.14,0.36,0.05,11749,0.03,0
24148,926.52,1028.44,101.92,11,0.35,0.04,9774,0.01,0
23847,1094.83,1254.96,160.13,14.63,0.62,0.05,16889,0.02,0
29709,1380.18,1334.92,-45.26,-3.28,0.3,0.06,8236,0.01,0
29708,1553.73,1693.77,140.04,9.01,0.5,0.07,12586,0.03,0
29715,1432.15,1529.46,97.31,6.79,0.47,0.06,13306,0.04,0
29525,1529.97,1532.22,2.25,0.15,1.61,0.12,49094,0.01,0
23927,1181.94,1313.54,131.6,11.13,0.34,0.04,13398,0.01,0
29545,1986,1933.2,-52.8,-2.66,0.73,0.05,28219,0.01,0
29707,1352.96,1464.49,111.53,8.24,0.35,0.03,16369,0.02,0
29702,1177.31,1210.76,33.45,2.84,0.45,0.04,15973,0.01,0
24054,971.67,1042.68,71.01,7.31,0.45,0.05,10969,0.01,0
24363,982.84,1106.72,123.88,12.6,0.49,0.02,25002,0.01,0
29728,1303.5,1227.46,-76.04,-5.83,0.27,0.04,10320,0.04,0
24165,951.53,1041.26,89.73,9.43,0.27,0.03,8421,0.01,0
24348,928.99,1039.88,110.9,11.94,0.22,0.02,9581,0.01,0
24529,1134.85,1272.72,137.87,12.15,0.61,0.06,16108,0.01,0
23322,1707.25,1856.48,149.23,8.74,0.23,0.03,14097,0.03,0
23919,1225.15,1312.97,87.82,7.17,0.25,0.04,8452,0.01,0
23845,1398.66,1758.38,359.72,25.72,0.42,0.04,16488,0,0
24351,859.06,896.25,37.19,4.33,0.4,0.05,6511,0.01,0
23438,1516.19,1671.31,155.12,10.23,0.24,0.03,13763,0.02,0
23874,1191.89,1392.28,200.38,16.81,0.21,0.04,5469,0.01,0
23827,1219.1,1362.17,143.07,11.74,0.33,0.03,13773,0.02,0
29356,1580.53,1628.66,48.14,3.05,0.56,0.06,17829,0.01,0
29671,1150.59,1199.54,48.96,4.25,0.45,0.05,13074,0.01,0
23857,1360.29,1453.83,93.54,6.88,0.28,0.04,10218,0.01,0
24598,993.06,1154.22,161.16,16.23,0.2,0.04,6774,0,0
24171,916.16,1011.19,95.03,10.37,0.25,0.03,7761,0.01,0
29596,1307.74,1283.26,-24.49,-1.87,0.87,0.09,16310,0.01,0
29520,1379.7,1412.78,33.08,2.4,0.32,0.06,10844,0.01,0
29710,1494.16,1569.59,75.43,5.05,0.48,0.06,14573,0.03,0
29676,1878.93,2043.03,164.1,8.73,0.67,0.07,20947,0,0
29664,1089.16,1204.33,115.17,10.57,0.23,0.03,10279,0,0
29582,1999.43,2333.9,334.48,16.73,0.14,0.02,14284,0.08,0
29569,1867.39,1780.44,-86.95,-4.66,0.33,0.05,14011,0.03,0
29341,1200.28,1293.6,93.32,7.78,0.57,0.07,11289,0.01,0
29720,1302.8,1334.5,31.69,2.43,0.38,0.05,11968,0.02,0
29563,1584.69,1663.08,78.39,4.95,0.39,0.06,9709,0.01,0
29323,1181.2,1254.25,73.04,6.18,0.59,0.06,14708,0.01,0
29690,1322.37,1408.35,85.98,6.5,0.46,0.06,12264,0.01,0
29661,1291.07,1417.12,126.05,9.76,0.66,0.05,18068,0.01,0
29581,1837.94,1756.21,-81.73,-4.45,0.22,0.05,8898,0.02,0
24541,980.27,1115.58,135.31,13.8,0.54,0.05,13154,0.01,0
24069,995.02,1057.73,62.72,6.3,0.22,0.04,6125,0.01,0
23457,2472.26,2540.84,68.58,2.77,0.2,0.04,16317,0.03,0
29568,1900.33,1649.97,-250.35,-13.17,0.26,0.04,14372,0.16,0
29745,1333.03,1370.24,37.21,2.79,0.4,0.05,13411,0.02,0
29536,1584.43,1591.11,6.68,0.42,0.37,0.07,13096,0.01,0
29570,1379.56,1315.34,-64.22,-4.66,0.42,0.09,6927,0.01,0
23851,1146.31,1334.14,187.83,16.39,0.64,0.06,14738,0.01,0
24317,825.49,877.36,51.87,6.28,0.71,0.05,18364,0.01,0
23917,1213.79,1396.43,182.64,15.05,0.49,0.04,15884,0.01,0
23887,1408.74,1447.42,38.67,2.75,0.46,0.05,16453,0.01,0
24580,1022.25,1202.71,180.45,17.65,1.02,0.08,10720,0.01,0
37722,1464.64,1394.03,-70.62,-4.82,0.64,0.03,34400,0.01,0
37727,1618.21,1531.09,-87.12,-5.38,0.42,0.02,36175,0,0
37691,1802.42,1628.87,-173.54,-9.63,0.12,0.01,4498,0,0
37650,1175.49,1158.68,-16.81,-1.43,0.23,0.02,11981,0.01,0
37753,1557.25,1501.06,-56.19,-3.61,0.04,0.01,2115,0,0
37385,1506.86,1530.31,23.45,1.56,0.36,0.03,21833,0.01,0
37882,1722.79,1732.03,9.25,0.54,0.23,0.02,18006,0.01,0
37317,1680.9,1812.23,131.33,7.81,0.45,0.03,31452,0,0
37738,1803.82,1828.04,24.22,1.34,3.5,0.06,102547,0.01,0
37687,1355.42,1332.68,-22.74,-1.68,0.51,0.02,35611,0.01,0
37640,1812.62,1712.87,-99.75,-5.5,0.17,0.02,16580,0.01,0
37885,2064.96,2028.96,-36,-1.74,0.32,0.03,22462,0,0
37391,1754,1910.3,156.3,8.91,0.58,0.04,34413,0,0
37641,1317.16,1272.04,-45.12,-3.43,0.43,0.04,18135,0.01,0
37657,1969.56,1674.64,-294.91,-14.97,0.03,0.01,3821,0.01,0
37683,1398.02,1339.05,-58.97,-4.22,0.15,0.02,9614,0.01,0
37692,1361.36,1334.91,-26.45,-1.94,0.23,0.03,12881,0.01,0
37743,1326.22,1316.85,-9.37,-0.71,0.32,0.03,15363,0.01,0
